official_name,operating_club,hut_id,latitude,longitude,elevation_m,email,phone_number,official_website_url,capacity_beds,source_url,reservation_id
Rifugio Roberto Bignami,CAI sezione di Milano,146494920,46.3293441,9.9502096,2401,info@rifugiobignami.it,+39 0342 451178,https://rifugiobignami.it,70,OSM,
Rifugio Zoia,,146495524,46.3030244,9.9312679,2021,,+39 3490061085,http://www.rifugiozoia.it/,,OSM,
Spielbergalm (Gollegg),,146898949,47.7236314,13.2210376,1308,,,,,OSM,
Malga Grantagar,,146931819,46.4143052,13.5019506,1532.0,,,,,OSM,
Schesaplanahütte,SAC - CAS,147112361,47.0442,9.684209,1908,info@schesaplana-huette.ch,+41 81 325 11 63,https://www.schesaplana-huette.ch,63,OSM,75
Neureithütte,,147165155,47.6829236,13.27612,1252.0,,,,,OSM,
Rifugio Gian Federico Benevolo,CAI Torino,147172024,45.5156877,7.0844162,2285,,+39 345 4238692,https://www.rifugiobenevolo.com/,70,OSM,
Rifugio Fratelli Calvi,CAI sezione di Bergamo,147242317,46.0235281,9.8770142,2015,,,,85,OSM,
Naturfreundehaus Feldkircher Hütte,,147410031,47.2096055,9.6004269,1188.0,,,,,OSM,
Rifugio Walter Bonatti,,147536904,45.8469169,7.0336612,2030,,+39 0165 185 5523,https://www.rifugiobonatti.it/,7,OSM,
Rifugio Paradiso,Gruppo Alpini di Casto,147544727,45.6852427,10.3107026,563,,,,,OSM,
Rifugio Città di Vittorio Veneto,,147672663,46.0411873,12.3444624,1537.0,,,,,OSM,
Centro Educazione Naturalistica Casa Vallorch,Veneto Agricoltura,147742086,46.0633514,12.3867651,1060,,+39 334 3458496,www.guidealpagocansiglio.it,,OSM,
Rifugio Sant'Osvaldo,,147745930,46.0659355,12.4047402,1014.0,,,http://www.albergosantosvaldo.it/,,OSM,
Rauthhütte,,147858566,47.3456113,11.1048969,1600,,+43 664 281 5611,https://www.rauthhuette.at/,,OSM,
Pleisenhütte,Siegfried Gaugg,147963680,47.3944549,11.3284291,1757,,+43 664 9158792,,,OSM,
Rifugio Giorgio Bertone vecchio,,147963960,45.8088483,6.9780822,1970,,,,,OSM,
Rifugio Bertone (nuovo),,147963963,45.8092547,6.9788591,1980,,,http://www.rifugiobertone.it/wp/it/home/,,OSM,
Krummholzhütte,Daniel Mairamhof,147993061,47.3791361,13.768552,1857,servus@krummholzhuette.at,+43 3686 2317,https://www.krummholzhuette.at/,40,OSM,
Bettelwurfhütte,"Österreichischer Alpenverein, Sektion Innsbruck",148049142,47.339,11.507,2077,,+43 664 2036485,https://www.bettelwurfhuette.at,60,OSM,72
Sulzaustube,Thomas Alphasamer,148085106,47.6605994,13.4638035,750,,+496504407555,http://www.scout.at/steyr1/sulzaustube,50,OSM,
Rifugio Torino nuovo,,148212583,45.8451232,6.9337174,3382,,,https://www.rifugiotorino.com/,,OSM,
Rifugio Torino Vecchio,,148212591,45.8443642,6.9338346,3329,,,,,OSM,
Prima Baita Malachino,,148232848,46.2774964,11.1060712,957.0,,,,,OSM,
Rifugio Lupi di Brembilla,,148249531,45.8302645,9.6258918,1285,,,,,OSM,
Rifugio Monzino,,148453152,45.79951,6.8836867,2590,,,http://www.rifugiomonzino.com/,55,OSM,
Tröpolacher Alm,,148631594,46.5882555,13.2284158,1658,,,,,OSM,
Reuttener Hütte,"Österreichischer Alpenverein, Sektion Reutte",148755635,47.4049353,10.6910595,1740,,,,,OSM,
Refuge du Pavé,Club Alpin Français,148974587,44.9859131,6.3285829,2841,,+33 4 92 24 88 03,https://refugedupave.ffcam.fr/,,OSM,
Refuge de l'Alpe de Villar-d'Arène,Club Alpin Français,149039802,44.9961881,6.3845418,2071,,+33 4 76 79 94 66,https://refugealpedevillardarene.ffcam.fr/home.html,,OSM,
Refuge Adèle Planchard,Société des Touristes du Dauphiné,149039832,44.9689048,6.3450991,3169,,,,63/34,OSM,
Wimbachgrieshütte (Naturfreundehaus),NaturFreunde Deutschlands Bezirk München,149297576,47.5391858,12.8882608,1327,,+49 8657 7944001,https://www.wimbachgrieshuette.de/,,OSM,
Kühweger Alm,,149382668,46.5831064,13.314467,1480,,,,,OSM,
Refuge des Écrins,Club Alpin Français,149470306,44.9473246,6.3830235,3161,,+33 4 92 23 46 66,https://refugedesecrins.ffcam.fr/,,OSM,
Furtschaglhaus,DAV Sektion Berlin,149548194,47.0039,11.7478,2295,info@furtschaglhaus.com,+43 6818 4218751,http://www.furtschaglhaus.com,70,OSM,180
Linzer Tauplitz-Haus,Sektion Linz,149589020,47.5948181,14.0106827,1645,,,https://www.linzer-tauplitzhaus.com/,,OSM,
Chalet-Refuge du Fay,Madeleine Vénéra,149642516,45.0575954,6.2135886,2265.0,,+33 4 76 80 24 12,https://www.oisans.com/hebergement/refuge-du-fay/,24,OSM,
Refuge des Mouterres,RCS Grenoble,149642670,45.0552924,6.2128602,2246.0,bea.corbin@orange.fr,+33 4 76 80 24 05,https://www.refugelesmouterres.com/,25,OSM,
Refuge de l'Abricotine,,149822607,46.1993783,6.7873955,1583.0,,,,,OSM,
Rifugio Capanna Giovanni Gnifetti,CAI Varallo Sesia,149862628,45.8997373,7.849956,3625,info@rifugimonterosa.it,+39 348 141 5490,http://www.rifugimonterosa.it/de/web/gnifetti-h%C3%BCtte-95,4,OSM,
Rifugio Capanna Regina Margherita,CAI Varallo Sesia,149862629,45.9270706,7.8770157,4554,,+39 0163 91039,http://www.rifugimonterosa.it,80,OSM,
Göllerhütte,"Naturfreunde, Ortsgruppe St.Pölten",149878387,47.7985786,15.5195329,1442,,,https://www.goellerhuette.at/,,OSM,
Flathalm,,149936413,47.1130582,10.5333971,1700,,,,,OSM,
Wildbachhütte,,149986497,47.1980444,13.7845629,1806,,,https://www.wildbachhuette.com/,,OSM,
Gießener Hütte,DAV Sektion Gießen-Oberhessen,150050887,46.992482,13.3288769,2215,,,,,OSM,
Stabanthütte,,150175003,47.0244282,12.3399253,1777,,,https://www.stabanthuette.at,,OSM,
Toni-Lenz-Hütte,Verein für Höhlenkunde Schellenberg,150204244,47.7149583,13.0088712,1450,,+436641341690,https://www.toni-lenz-huette.de/,,OSM,
Stöhrhaus,DAV Sektion Berchtesgaden,150204245,47.693111,12.980639,1894,,+49 8652 7233,https://www.stoehrhaus.de,58,OSM,84
Taschachhaus,DAV Sektion München,150245424,46.90985,10.81760,2434,,+436642009588,https://www.taschachhaus.de,154,OSM,231
Winterhaus,,150249889,46.9097891,10.8178534,2422.0,,,,,OSM,
Frischmannhütte,"Österreichischer Touristenklub, Sektion Wien",150283730,47.1031536,10.8849063,2192,,+436648638935,https://www.frischmannhuette.at/,,OSM,
Thurner Alm,,150369710,46.881557,12.7549456,2040,,,,,OSM,
Malga Castrin - Aler Alm,,150649517,46.515779,11.0541615,1814,,,,,OSM,
Seapnalm,,150715132,47.1562073,11.5442544,2073.0,,,,,OSM,
Obere Vögeleralm,,150715138,47.1606201,11.5426033,2181.0,,,,,OSM,
Anna-Schutzhaus,Johann Wallensteiner,150743263,46.824838,12.8937109,1992,,+43 664 4211895,http://www.annaschutzhaus.com,,OSM,
Lustenauer Hütte,Vorarlberger Alpenverein,150873751,47.3947496,9.8246666,1250,,,https://www.lustenauerhuette.at,,OSM,
Hochälpelehütte,Sektion Vorarlberg,150873752,47.4026578,9.8126267,1460,,,,,OSM,
Karl-Ludwig-Haus,Österreichischer Touristenklub,150886092,47.6885667,15.7041484,1804,,+43 2665 380,https://schutz.haus/de/hut/karl-ludwig-haus/13538854/,,OSM,
Traunsteiner Hütte,DAV Sektion Traunstein,150946079,47.6590394,12.5856964,1160,mail@traunsteinerhuette-winklmoos.de,+49 8640 8140,https://www.traunsteinerhuette-winklmoos.de/,,OSM,324
Speiereckhütte,Österreichischer Touristenklub,151241832,47.1305322,13.6469255,2066,,,https://speiereckhuette.at/,,OSM,
Senninger Alm,Familie Holzer,151270028,47.2191436,12.4151229,1130.0,info@alm-huette.at,+43 664 4561380,https://www.alm-huette.at/,,OSM,
Glungezerhütte,Sektion Hall in Tirol,151309717,47.2097493,11.5268465,2610,glungezerhuette@glungezer.at,+43 5223 78018,https://www.glungezer-huette.at/,,OSM,62
Schneidlifthütte,,151494013,47.9408675,15.8343803,1099.0,,,,,OSM,
Rifugio Scoggione,Club Alpino Italiano sezione di Colico,151520528,46.1104104,9.416048,1575,scoggione@caicolico.it,+39 347 824 7458,https://www.caicolico.it/rifugio-scoggione-colico,24,OSM,
Rifugio Colombè,CAI Cedegolo,151521797,46.0445684,10.3843417,1706,,,,30,OSM,
Rifugio Antonio Baroni al Brunone,CAI sezione di Bergamo,151524218,46.0622895,9.9605226,2295,marcobrigno@libero.it,+39 0346 41235,http://www.rifugio-brunone.appspot.com/,60,OSM,
Rifugio Cesare Benigni,CAI sezione di Piazza Brembana,151530029,46.021381,9.5619178,2220,,+39 0345 89033,,20,OSM,
Rifugio Bosio-Galli,CAI sezione di Desio,151537260,46.2371931,9.7769921,2086,rifugiobosio@gmail.com,+39 0342 451655,https://www.rifugi.lombardia.it/sondrio/torre-di-santa-maria/rifugio-bosio-galli.html,50,OSM,
Rifugio Cesare Branca,Stefano Confortola,151537649,46.4148414,10.584029,2493,info@rifugiobranca.it,+39 0342 935501,https://www.rifugiobranca.it/,,OSM,
Rifugio Città di Lissone,Club Alpino Italiano (sezione di Lissone),151548985,46.083343,10.4966768,2013,,,,,OSM,
Göppinger Hütte,DAV,151571078,47.214813,10.045557,2245,info@goeppinger-huette.at,0043 5583 3540,http://www.goeppinger-huette.at,69,OSM,183
Moaralm,,151612312,47.4190181,14.5843524,1539,,,,,OSM,
Rifugio Marco e Rosa,CAI sezione Valtellinese - Sondrio,151620600,46.373644,9.9103939,3597,biancoextrem@libero.it,+39 0342 515370,https://www.sondrioevalmalenco.it/it/dove-dormire/rifugio-marco-e-rosa,48,OSM,
Rifugio Mario Del Grande-Remo Camerini,Club Alpino Italiano di Sovico,151620971,46.308631,9.7419736,2580,,,,,OSM,
Rifugio Malghera,,151630629,46.3435875,10.1391267,1952,,+39 333 9258966,http://www.rifugiomalghera.it/,,OSM,
Bacherwandalm,,151650839,47.0486277,11.2460581,1620,,,https://www.bacherwandalm.at/,,OSM,
Rifugio Fratelli Longo,CAI sezione di Bergamo,151660093,46.0398711,9.8619164,2026,,+39 0345 77070,http://www.caibergamo.it/index.php?inurl=uo.php%3Fuo%3DLONGO,30,OSM,
Rifugio Serafino Gnutti,Club Alpino Italiano - Sezione di Brescia,151708931,46.1313044,10.4538623,2183,,,,34,OSM,
Rifugio Maria e Franco Lomini,Club Alpino Italiano (sezione di Brescia),151713565,46.0239361,10.4651175,2572,,,,,OSM,
Rif. Antonio ed Elia Longoni,CAI Seregno,151713751,46.3302588,9.819566,2450,caiseregno@gmail.com,+39 0342 451120,http://www.caiseregno.it/rifugi/longoni,25,OSM,
Rifugio Pian de la Palù,,151714542,45.8754523,10.0894222,1597.0,,,,,OSM,
Rifugio Pizzini-Frattola,Claudio Compagnoni,151748682,46.4527652,10.5785872,2706,,+39 0342 935513,https://www.rifugiopizzini.it/,100,OSM,
Rifugio Paolo Prudenzini,Club Alpino Italiano (sezione di Brescia),151749682,46.1236076,10.5017969,2226,,,,,OSM,
Rifugio Quinto Alpini,CAI sezione di Milano,151750040,46.4816799,10.5382567,2877,info@rifugioquintoalpini.it,+39 0342 929170,https://www.rifugioquintoalpini.it/,60,OSM,
Rifugio Nani Tagliaferri,Club Alpino Italiano sezione di Bergamo,151754766,46.055441,10.1144558,2321,,+39 0346 55355,http://www.caibergamo.it/index.php?inurl=uo.php%3Fuo%3DTAGLI,60,OSM,
Rifugio Franco Tonolini,Club Alpino Italiano (sezione di Brescia),151767951,46.1504254,10.4402986,2467,,,,45,OSM,
Rifugio Baitone,Comune di Sonico,151768214,46.1408161,10.4315326,2281,,,,90,OSM,
Baita Gimont,,151773322,44.9214891,6.7657461,2060,,,,,OSM,
Rifugio Balma,Club Alpino Italiano,151773489,45.0408676,7.1902346,1986,,+39 011 9349336,https://www.rifugiobalma.it/,,OSM,
Rifugio Battaglione Alpini Monte Granero,,151775928,44.7280879,7.0452658,2377,info@rifugiogranero.com,+39 0121 91 760,https://www.rifugiogranero.com,48,OSM,
Rifugio Gardetta,Club Alpino Italiano,151776547,44.4092336,7.0121674,2335,,,http://www.rifugiogardetta.it,,OSM,
Rifugio Lago Verde,,151778547,44.8281599,7.0205456,2583,,+39 0121 806124,http://www.rifugiolagoverde.it/,56,OSM,
Rifugio Barbara Lowrie,Cai Uget Val Pellice,151780187,44.749119,7.0814788,1757,info@rifugiobarbara.it,+39 0121 930077,https://www.rifugiobarbara.it/,,OSM,
Rifugio Guido Rey,,151781152,45.0273201,6.7561714,1789.0,info@rifugioguidorey.it,+39 0122 831390; +39 349 307 8110,https://www.rifugioguidorey.it/,,OSM,
Rifugio Scarfiotti,,151782165,45.1325335,6.8018559,2165,info@rifugioscarfiotti.com,+39 349 0093144,http://www.rifugioscarfiotti.com,,OSM,
Rifugio Quintino Sella,,151782419,44.6656533,7.1097238,2640,,,https://www.rifugiosella.it/,113,OSM,
Rifugio Helios,,151784660,44.6367017,7.042579,2400,,,,,OSM,
Rifugio Savigliano,Club Alpino Italiano Sezione di Savigliano,151784847,44.6269651,7.0243567,1743,,,,,OSM,
Palfneralm,,151876514,47.1410865,12.8867991,1330,,,,,OSM,
Gollehenalm,,151876550,47.1581513,12.8947224,1284.0,,,,,OSM,
Rifugio Cibrario,Club Alpino Italiano - Sezione di Leinì,151944018,45.2468572,7.1470835,2616,rifugiocibrario@caileini.it,+39 0123 83737;+39 0123 41770,https://www.caileini.it/it/rifugiocibrario,42,OSM,
Rifugio Bruno Piazza,La Mansaure SnC,151947378,45.5135826,7.739736,1050,,,,,OSM,
Rifugio Alpe il Laghetto,"CAI Somma Lombarda, Sottosezione di Arsago Seprio",151999944,46.1280871,8.1470168,2039,,,,,OSM,
Rifugio CAI Enrico Castiglioni,,152000872,46.3204961,8.2610047,1640,,+39 0324 619126,https://www.rifugiocastiglioni.it/,50,OSM,
Rifugio Citta Di Arona,,152001800,46.2744741,8.1484471,1758,,+39 0324 780837,http://www.caiarona.it/il-rifugio-citta-di-arona-alpe-veglia.html,,OSM,
Rifugio Mores Lago Sabbione,Morini Andrea 349 2265958,152002387,46.4239732,8.3523181,2509,rifugiomores@gmail.com,+39 0324 63067,https://www.rifugi-bivacchi.com/it/821/rifugio-mores-cesare/,,OSM,
Rifugio 3A,Operazione Mato Grosso,152002393,46.4238163,8.3352239,2912,,+39 3479058659,http://www.rifugi-omg-formazza.it/,90,OSM,
Rifugio Claudio e Bruno,Operazione Mato Grosso,152002397,46.4148264,8.3247566,2712,,,http://www.rifugi-omg.org/,60,OSM,
Rifugio Pietro Crosta,Club Alpino Italiano,152003351,46.2364178,8.2571238,1750,,,https://rifugiocrosta.info,,OSM,
Rifugio CAI Fantoli,CAI Pallanza,152004021,45.9851317,8.4620165,1033.0,info@rifugiofantoli.it,+39 340 5783883,http://www.rifugiofantoli.it,,OSM,
Rifugio Miryam,ACLI Nord-Milano,152004559,46.378274,8.393968,2045,,+39 339 4046395,http://rifugiomiryam.org/,,OSM,
Rifugio Maria Luisa,CAI Sezione di Busto Arsizio,152004899,46.4347141,8.4279292,2160,info@rifugiomarialuisa.it,+39 0324 63086,http://www.rifugiomarialuisa.it/,72,OSM,517
Rifugio CAI Pian Cavallone,CAI Verbano,152004978,46.0133423,8.5393326,1530,lorenzalolli68@gmail.com,+39 0323 407482; +39 334 989 4081,,,OSM,
Rifugio Mondovì - Havis De Giorgio,CAI Mondovì,152008386,44.1915265,7.7317297,1761,info@rifugiomondovi.com,,https://www.rifugiomondovi.com,42,OSM,
Rifugio Mongioie,Club Alpino Italiano sezione di Albenga,152008782,44.1521362,7.7755157,1520,,,,,OSM,
Rifugio Livio Bianco,Club Alpino Italiano sezione Cuneo,152009066,44.2461494,7.2479517,1910,,,,,OSM,
Rifugio Morelli Buzzi,CAI Cuneo,152010650,44.1913293,7.3133276,2351,info@rifugiomorellibuzzi.com,+39 0171 97394,https://www.rifugiomorellibuzzi.com/,,OSM,
Locale invernale,,152010652,44.1853031,7.2933841,2455.0,,,,12,OSM,
Rifugio Bozano,"Club Alpino Italiano sezione ""Ligure"" - Genova",152010654,44.1853558,7.2936688,2453,,,https://www.rifugiobozano.it/,,OSM,
Rifugio De Alexandris - Foches al Laus,Club Alpino Italiano sezione Savona,152011740,44.2506552,7.0464732,1900,,+39 338 8727984,https://www.rifugiolaus.it/,,OSM,
Rifugio Pagarì,"Club Alpino Italiano sezione ""Ligure"" - Genova",152013250,44.1239217,7.4064408,2627,rifugiopagari@libero.it,+39 0171 978398,http://www.rifugiopagari.com/,24,OSM,
Rifugio Franco Remondino,CAI Cuneo,152013782,44.1633983,7.2956532,2430,info@rifugioremondino.it,+39 0171 97327,https://rifugioremondino.it/,,OSM,
Rifugio Malinvern,,152014090,44.2202599,7.1846274,1839,,,http://www.rifugiomalinvern.it,46,OSM,
Rifugio Guglielmo Migliorero,Club Alpino Italiano sezione Fossano,152014504,44.2828509,7.0190937,2099,rifugiomigliorero@libero.it,+39 0171 95802,https://www.caifossano.it/migliorero/,88,OSM,
Rifugio Emilio Questa,"Club Alpino Italiano sezione ""Ligure"" - Genova",152015530,44.1828359,7.2163708,2386,emilioquesta@gmail.com,+39 0171 97338,https://www.rifugioquesta.it/,,OSM,
Rifugio Regina Elena,ANA Genova,152015909,44.1586026,7.276139,1822.0,,+39 0171 97559,http://www.alpinigenova.it/attivita/rifugio-regina-elena/,,OSM,
Rifugio Città di Novara,Club Alpino Italiano Sezione di Villadossola,152017461,46.0852206,8.116807,1474,,,,24,OSM,
Rifugio Andolla,Club Alpino Italiano Sezione di Villadossola,152017549,46.0950069,8.0705981,2061,rifugioandolla@libero.it,+39 0324 575980,https://rifugidellossola.it/project/rifugio-andolla/,,OSM,
Rifugio Gran Baita CAI Omegna,Club Alpino Italiano Sezione di Omegna,152018541,45.880055,8.4472511,1405,,,,18,OSM,
Rifugio Genziana,,152018543,45.8799994,8.4496411,1413.0,,,,,OSM,
Rifugio Crespi-Calderini,CAI Varallo Sesia,152019843,45.8886586,7.9098925,1836,info@caivarallo.it,+39 0163 020053,https://www.caivarallo.com/rifugi-cai-piemonte-valsesia/bors-rifugio-crespi-calderini/,6,OSM,
Rifugio Renato Brusa Perona,CAI Gravellona Toce,152020401,45.9505702,8.3617954,1531,info@rifugiocortevecchio.it,+39 0323 837051,https://www.rifugiocortevecchio.it/,22,OSM,
Rifugio Pastore,CAI Varallo Sesia,152021994,45.883802,7.9281891,1575,,,,64,OSM,
Rifugio Alfredo Rivetti,CAI - Club Alpino Italiano sezione di Biella,152022713,45.7191826,7.9358475,2150,,,http://www.caibiella.it/wptemp/rifugi/,,OSM,
Rifugio Cassana,,152050783,46.5548161,10.0733929,2601,,,,,OSM,
Grasleitenhütte - Rifugio Bergamo,Autonome Provinz Bozen - Südtirol / Provincia autonoma di Bolzano - Alto Adige,152100331,46.4848754,11.6299146,2165,,,https://www.grasleitenhuette.com,,OSM,
Mitterfeldalm,Johann Holzmann,152187326,47.4213835,13.1419264,1670,,+436646438077,https://mitterfeldalm.at/,,OSM,
Vinzenz Perdacher Hütte,,152208715,46.6253938,14.0108444,540.0,,,,,OSM,
Hintergrathütte - Rifugio del Coston,,152221841,46.5015795,10.5833512,2661,,,,,OSM,
Rittner Horn Haus - Rifugio Corno del Renon,,152222844,46.6146928,11.4613959,2261,,+39 0471 356207,,,OSM,
Stöcklalm,,152235231,47.1400449,11.5726845,1882,,,,,OSM,
Santnerpasshütte - Rifugio Passo Santner,,152250682,46.4563154,11.6184395,2734,info@santnerpass.com,+39 337 1435665,https://www.santnerpass.com,,OSM,
Rifugio Passo Principe - Grasleitenpasshütte,private,152250683,46.474036,11.6387736,2601,,,https://www.rifugiopassoprincipe.com/,,OSM,
Kölner Hütte - Rifugio Fronza alle Coronelle,Club Alpino Italiano,152250684,46.4426795,11.6120472,2337,,,https://www.rifugiofronza.com/,20,OSM,
Payerhütte - Rifugio Payer,CAI Milano,152260076,46.52771,10.5434024,3029,rifugiopayer@caimilano.eu,+39 0473 613010,https://www.payerhuette.com/,,OSM,
Weißkugelhütte - Rifugio Pio XI alla Palla Bianca,"Club Alpino Italiano, Sezione Desio",152263569,46.8255388,10.7050317,2541,,,https://www.weisskugelhuette.com/,,OSM,
Utia de Puez,Club Alpino Italiano (CAI) Sezione di Bolzano,152266832,46.5901124,11.8292367,2475,info@rifugiopuez.it,+39 0471 795365,https://www.rifugiopuez.it/,,OSM,
Utia de Dantersasc - Langkofelhütte - Rifugio Vicenza,,152271730,46.5199011,11.7236497,2253,info@rifugiovicenza.com,+393386075674,https://www.rifugiovicenza.com,69,OSM,
Alte Prager Hütte,,152613103,47.1202638,12.4082871,2489,,,,,OSM,
Neue Prager Hütte,DAV Bundesverband,152613126,47.123056,12.392222,2796,info@neue-prager-huette.at,+43 664 5235220,http://www.neue-prager-huette.at,78,OSM,58
Stöfflhütte - Rifugio Stöffl,,152621133,46.6694599,11.4749486,2057,info@stoefflhuette.it,+39 0472 855096,http://www.stoefflhuette.it/,,OSM,
Lugger Alm,,152624513,46.8559527,12.8410997,1640,,,,,OSM,
Matreier Ochsenalm,,152633064,47.1235281,11.4078697,1560,,,,,OSM,
Rifugio Canto Alto,ANA Gruppo Alpini Sorisole,152713070,45.7689171,9.6684519,1030,,+39 035 4125343,http://www.rifugiocantoalto.it/,,OSM,
Malga Belem,,153152058,45.962238,11.2774096,1417.0,,,,,OSM,
Rifugio Ca' dell'Alpe,CAI Val d'Esino,153415710,45.9718553,9.3306016,1170,,+39 0341 860272,http://www.caivaldesino.it/CAPANNA/capanna.htm,18,OSM,
Rifugio della Corte,,153418655,46.1118762,9.5370844,1250,,,,,OSM,
Camanel,,153421371,46.5229011,10.1501823,2333.0,,,,,OSM,
Alpe di Piana,,153424869,46.3106264,10.1896936,1880,,,,,OSM,
Oberetteshütte - Rifugio Oberettes,,153649073,46.764801,10.711189,2670,,+39 0473 830280,http://www.oberettes.it/,80,OSM,230
Schöne Aussicht Hütte - Rifugio Bella Vista,Paul Grüner,153705216,46.7834107,10.7921821,2842,info@schoeneaussicht.it,+39 0473 662140,https://www.schoeneaussicht.it/,,OSM,
Badener Hütte,Sektion Baden,153767024,47.08119,12.42568,2608,,+436649155666,https://www.alpenverein.at/badenerhuette/,49,OSM,401
Tablander Alm,,153881087,46.705585,11.0586803,1802.0,mirco.klotz@ymail.com,+34-703-158-78,,,OSM,
Refuge de Plaisance,,154064160,45.4629855,6.7920195,2176.0,refuge.plaisance@vanoise-parcnational.fr,+33 4 58 24 00 81,https://refuge-plaisance.vanoise.com/,,OSM,
Refuge de la Glière,,154064427,45.4312064,6.8141182,2002.0,,,,,OSM,
Refuge du Plan des Gouilles,Club Alpin Français,154064743,45.4441723,6.743187,2346,,+33 6 08 98 19 02,https://refugeplandesgouilles.ffcam.fr/,,OSM,
Oberst Klinke Hütte,,154092612,47.5395007,14.5138035,1486,,,https://www.alpenverein-admont.at/klinkehuette/,,OSM,
Rifugio Alpini di Concesio,Alpini di Concesio,154143442,45.6145083,10.2188365,550,,,,,OSM,
Teufelsteinhütte,Alpenverein Sektion Teufelstein-Perchtoldsdorf,154164438,48.1179949,16.2247886,540,teufelstein@sektion.alpenverein.at,+43 2238 77391,https://www.alpenverein.at/teufelstein-perchtoldsdorf/gruppen/huettendienst.php,,OSM,
Rifugio Alpe Bonze,Comune di Donnas,154481659,45.564075,7.7355001,1861,,,,,OSM,
Ascher Hütte,DAV Sektion Pfaffenhofen-Asch,155094206,47.066483,10.504789,2256,info@ascherhuette.com,+43 660 3424067,https://dav-pfaffenhofen.de/huetten/ascher-huette,26,OSM,63
Weisses Haus,,155309872,47.5440527,10.166374,1351.0,,,,,OSM,
Rifugio Becchi Rossi,,155340443,44.3586611,6.955014,1887,,,https://www.rifugiobecchirossi.com/,,OSM,
Meilerhütte,DAV Sektion Garmisch-Partenkirchen,155583950,47.4124076,11.1288775,2366,,,https://www.alpenverein-gapa.de/berghuetten/meilerhuette.html,,OSM,
Götzner Naturfreunde Haus,,155829312,47.341741,9.7031853,1108.0,,,https://goetznerhaus.naturfreunde.at,,OSM,
Goferhütte,OeAV Sektion Oesterr. Gebirgsverein,155867948,47.5651604,14.5547953,976,,,,,OSM,
Schweinfurter Hütte,DAV Sektion Schweinfurt,156083807,47.1581827,11.0199678,2028,huette@dav-schweinfurt.de,+43 5255 50029,https://www.dav-schweinfurt.de/huetten-2/schweinfurter-huette/,,OSM,
Kölner Haus,DAV Sektion Rheinland Köln,156392391,47.0392734,10.5632398,1982.0,,+43 5476 6214,https://www.dav-koeln.de/,,OSM,
Rifugio Pier Fortunato Calvi,CAI Sappada,157253905,46.6239497,12.7268885,2167,,,,,OSM,
Michlbauerhütte,,157295566,47.6989695,15.6009901,1745,michlbauerhuette@gmx.net,+43 664 9235900,http://www.michlbauerhütte.at/,,OSM,
Schneealpenhaus,ÖAV Sektion Österr. Gebirgsverein,157295582,47.696318,15.609628,1788,info@schneealpenhaus.com,+4338572190,http://www.schneealpe.com,34,OSM,353
Hubertushaus,ÖAV - Sektion Oesterr. Gebirgsverein,157743419,47.81199,16.02510,946,,06606511135,,26,OSM,425
Thaler-Mahder Hütte,,158100094,47.1355878,13.0450543,1629.0,,,,,OSM,
Riedlalm,,158181739,47.2011818,13.0798938,1370,,,,,OSM,
Foresteria della Certosa,,158548071,45.0952527,7.1906028,1157.0,parco.orsiera@ruparpiemonte.it,+39 0122 47064,,,OSM,
Lesachriegel-Hütte,,159109608,46.992468,12.6663486,2120,,,,,OSM,
Öhlerschutzhaus,,159456443,47.8216974,15.8888704,1027,,,,,OSM,
Rifugio Valle di Mompiano,Gnari de Mompià,159744986,45.5554653,10.2689232,311,,,,18,OSM,
Geländehütte,,160042173,47.8046427,15.9703788,1022.0,,+436767877358,https://www.gelaende.at/,,OSM,
Rifugio Capanna Bleis,,160080010,46.2778155,10.5591278,2516,,,,,OSM,
Rifugio Malga Valbiolo,,160080025,46.2812137,10.5797846,2250,,,,,OSM,
Zeppezauerhaus,ÖAV Sektion Salzburg,160081047,47.724573,13.007448,1663,zeppezauerhaus@gmail.com,+43662 629862,https://www.zeppezauerhaus.at,34,OSM,295
Damböckhaus,Österreichischer Touristenklub,160560601,47.7617207,15.8266212,1810,,,,,OSM,
Tuftlalm,,161115246,47.4158924,10.8835863,1500,,+43 676 5568202,,,OSM,
Stoss,,161290284,46.7009617,7.3295549,1514,,,,,OSM,
Chalet de la Maline,Club Alpin Français,161523244,43.7462454,6.3448871,893,chaletlamaline@ffcam.fr,+33 4 92 77 38 05,https://chaletlamaline.ffcam.fr,,OSM,
Halleinerhütte,Naturfreunde,161736447,47.6901354,13.186027,1150,,,,,OSM,
Strenger Skihütte,,161846242,47.1462284,10.4666963,1819,,,,,OSM,
Hochanger Schutzhaus,Naturfreunde Bruck/Mur,161973703,47.3653892,15.2629787,1304,,,,,OSM,
Frederick-Simms-Hütte,DAV Sektion Stuttgart,162004568,47.2103205,10.3556528,2002,,,,,OSM,
Mahdegg Alpengasthof,,162248386,47.4805068,13.2224364,1209,,,,,OSM,
Rifugio Santa Margherita,,162586012,44.4620546,7.2443878,1326,,,,,OSM,
Rifugio Doss del Sabion,,162774975,46.1671243,10.8063331,2100,,,,,OSM,
Rifugio Tartaglione Crispo,Tecla Fanoni,162783442,46.3083002,9.763609,1800,,,,,OSM,
Potsdamer Hütte,"Alpenverein Dinkelsbühl e.V., Klostergasse 19, 91550 Dinkelsbühl",163209874,47.14,11.20,2020,info@potsdamer-huette.de,0043 676 6020560,https://www.potsdamer-huette.de/,38,OSM,283
